,date,open,close
0,2003-01-02,52.52,53.8
1,2003-01-03,53.25,53.16
2,2003-01-06,53.16,54.32
3,2003-01-07,54.25,53.58
4,2003-01-08,53.65,53.2
5,2003-01-09,53.0,53.1
6,2003-01-10,53.0,52.93
7,2003-01-13,52.95,52.85
8,2003-01-14,52.6,52.58
9,2003-01-15,52.6,52.3
10,2003-01-16,52.45,54.0
11,2003-01-17,54.01,53.76
12,2003-01-21,54.0,53.07
13,2003-01-22,52.95,51.98
14,2003-01-23,51.5,52.37
15,2003-01-24,52.38,51.61
16,2003-01-27,51.55,50.85
17,2003-01-28,50.85,51.52
18,2003-01-29,50.85,51.52
19,2003-01-30,50.83,49.62
20,2003-01-31,49.55,50.91
21,2003-02-03,51.25,50.75
22,2003-02-04,51.15,52.19
23,2003-02-05,51.95,51.5
24,2003-02-06,51.49,51.42
25,2003-02-07,51.6,51.2
26,2003-02-10,51.6,51.5
27,2003-02-11,51.75,50.61
28,2003-02-12,50.6,50.17
29,2003-02-13,50.17,50.38
30,2003-02-14,50.39,50.73
31,2003-02-18,50.8,50.92
32,2003-02-19,50.75,50.5
33,2003-02-20,50.4,50.07
34,2003-02-21,50.5,51.0
35,2003-02-24,51.0,50.37
36,2003-02-25,50.37,50.97
37,2003-02-26,50.97,50.81
38,2003-02-27,50.96,50.79
39,2003-02-28,51.0,50.31
40,2003-03-03,50.6,50.05
41,2003-03-04,50.15,49.73
42,2003-03-05,49.67,50.15
43,2003-03-06,50.15,49.65
44,2003-03-07,49.0,49.65
45,2003-03-10,49.4,49.1
46,2003-03-11,48.85,49.85
47,2003-03-12,49.6,51.1
48,2003-03-13,51.5,52.01
49,2003-03-14,52.01,52.2
50,2003-03-17,51.9,53.75
51,2003-03-18,53.65,53.45
52,2003-03-19,53.7,54.42
53,2003-03-20,54.2,54.59
54,2003-03-21,55.0,55.75
55,2003-03-24,55.05,54.11
56,2003-03-25,54.0,53.8
57,2003-03-26,53.5,53.79
58,2003-03-27,53.5,54.08
59,2003-03-28,54.08,54.35
60,2003-03-31,54.59,54.44
61,2003-04-01,54.5,55.0
62,2003-04-02,55.3,55.5
63,2003-04-03,55.45,54.54
64,2003-04-04,55.2,54.52
65,2003-04-07,55.75,54.9
66,2003-04-08,54.8,55.16
67,2003-04-09,55.5,55.5
68,2003-04-10,55.55,55.68
69,2003-04-11,56.0,55.52
70,2003-04-14,55.55,56.62
71,2003-04-15,56.62,57.19
72,2003-04-16,57.0,56.35
73,2003-04-17,56.1,55.75
74,2003-04-21,56.0,56.32
75,2003-04-22,56.6,57.3
76,2003-04-23,57.07,57.42
77,2003-04-24,57.32,57.2
78,2003-04-25,57.15,56.68
79,2003-04-28,56.72,57.41
80,2003-04-29,57.25,57.5
81,2003-04-30,57.51,57.17
82,2003-05-01,56.85,56.89
83,2003-05-02,56.89,57.15
84,2003-05-05,57.08,57.6
85,2003-05-06,57.5,57.55
86,2003-05-07,57.3,57.75
87,2003-05-08,57.0,56.98
88,2003-05-09,57.06,57.37
89,2003-05-12,57.33,58.34
90,2003-05-13,58.25,57.39
91,2003-05-14,57.55,57.77
92,2003-05-15,57.77,58.34
93,2003-05-16,58.1,58.57
94,2003-05-19,58.57,58.5
95,2003-05-20,59.0,59.15
96,2003-05-21,59.2,58.45
97,2003-05-22,58.6,58.89
98,2003-05-23,58.85,58.8
99,2003-05-27,58.6,58.89
100,2003-05-28,58.97,58.93
101,2003-05-29,58.65,59.14
102,2003-05-30,59.1,59.62
103,2003-06-02,59.85,59.49
104,2003-06-03,59.5,59.53
105,2003-06-04,59.54,59.3
106,2003-06-05,59.2,59.08
107,2003-06-06,59.1,58.6
108,2003-06-09,58.6,58.77
109,2003-06-10,58.77,58.63
110,2003-06-11,58.5,58.9
111,2003-06-12,59.1,59.76
112,2003-06-13,59.6,59.98
113,2003-06-16,59.92,60.88
114,2003-06-17,60.9,60.65
115,2003-06-18,60.5,60.78
116,2003-06-19,60.72,59.88
117,2003-06-20,60.0,59.91
118,2003-06-23,59.5,59.63
119,2003-06-24,59.45,60.17
120,2003-06-25,59.3,58.75
121,2003-06-26,58.3,58.32
122,2003-06-27,58.0,57.68
123,2003-06-30,57.8,57.95
124,2003-07-01,57.95,58.25
125,2003-07-02,58.5,58.31
126,2003-07-03,58.15,57.86
127,2003-07-07,57.87,58.0
128,2003-07-08,57.75,58.0
129,2003-07-09,57.8,57.62
130,2003-07-10,57.62,57.3
131,2003-07-11,57.3,57.25
132,2003-07-14,57.3,56.98
133,2003-07-15,56.95,56.95
134,2003-07-16,57.0,56.52
135,2003-07-17,56.45,55.96
136,2003-07-18,56.0,56.3
137,2003-07-21,56.55,56.3
138,2003-07-22,56.5,56.6
139,2003-07-23,56.4,56.28
140,2003-07-24,56.29,55.94
141,2003-07-25,55.8,55.9
142,2003-07-28,55.65,55.55
